no.,track_id,song_name,singer_list,album_name,audio_url
31,27097479,She,Groove Coverage,Bravo Hits 46,http://m8.music.126.net/20230108155156/d9d39f55542d62f9f4c68b38c7f98043/ymusic/64a5/2471/37c6/fff9b7efeb93090354b190e8584ae960.flac
32,1696823,Nothing Else Matters,Metallica,Greatest Hits Part I,http://m801.music.126.net/20230108155156/f2927eccccb25a7b5cfe4a6922a55215/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/11907751773/5374/c986/bc56/186a1235cd2af24a6070ac7d96686102.flac
33,557505144,All The Feels,Fly By Midnight,All The Feels,http://m8.music.126.net/20230108155156/21241999bd06c4223be19b725507477e/ymusic/ec06/80c7/4354/4269c0d0f862d36b910259324397ab50.flac
34,16398768,Seek You,Adie,Just You And Me,http://m8.music.126.net/20230108155156/e500b74e16849d4b40d0d04a7f13961a/ymusic/obj/w5zDlMODwrDDiGjCn8Ky/3053837615/cfe6/2aaa/80a1/9d2baa043dc96e0e5ed654cd58848727.flac
35,21674910,Dirty Work,Steely Dan,The Definitive Collection,http://m8.music.126.net/20230108155156/079c68a4d21c211eddec4ce5d9d91000/ymusic/obj/w5zDlMODwrDDiGjCn8Ky/3063864891/a245/fb71/4d1e/746ce8618910968942bbaaaad585bf7c.flac
36,1141860,Summer's song,Chase Coy,Look how far we've come,http://m8.music.126.net/20230108155156/f5d02625e6019e4f6a1c8d16d08c6ee5/ymusic/7253/7ad5/0d71/ef7e7b596534442e3396da6f41c78fcb.mp3
37,33085802,Waiting For The End/I Need A Doctor,"Linkin Park,Eminem",Collision Course II,http://m8.music.126.net/20230108155156/7b1bd4e182e06caa45e97bc166eb89b1/ymusic/c0d5/fb73/66d7/43037b5f1ee5a09a63268347777f8ab9.mp3
38,1440687084,Hindenburg Lover,Anson Seabra,Songs I Wrote in My Bedroom,http://m801.music.126.net/20230108155156/b9c9d05a2f92f312cc4099e106fecac2/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/19668459259/caca/7f7f/cd79/3abae882fe5596f82416d9f0973d667b.flac
39,507830303,Redbone (Originally Performed by Childish Gambino),Sunfly Karaoke,March Karaoke Hits 2017,http://m8.music.126.net/20230108155156/c2657ab96c2a3968bb9afc83303ed459/ymusic/4254/01c2/972d/f73726062636a57d2bda25a4c19a443d.flac
40,31234022,Hurricane,Trine Uthaug,What Is Mine,http://m8.music.126.net/20230108155156/7787ee1e4c0685d7f86e7e6e7a0227c2/ymusic/9205/20a1/2d82/b1c147a672aec901afd8366ce909db88.mp3
41,534228257,Touch,"3LAU,Carly Paige",Ultraviolet,http://m801.music.126.net/20230108155156/90057c66df6da42d89a2ec9a2b2d7938/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/17423271502/0229/041a/52f6/38569aa7197e240f98c926dff0cd5c78.flac
42,451521358,Broken Cities,"Charlie Brennan,Miller Guth",The Last Time,http://m801.music.126.net/20230108155156/a7645668d153d91cfd57719d62c72f64/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/9643341773/b419/9f18/e2dc/be61b7b6fec7437855e0ed4b33f6b32c.flac
43,1329756525,We Were Just Kids,"Clean Bandit,Craig David,Kirsten Joy",What Is Love? (Deluxe),http://m801.music.126.net/20230108155156/249d588003a2ee53c5567093474793d5/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/17146046573/d685/db87/134e/42875c83eaca1050d7b9ae3571bdd4a9.flac
44,4278398,The Hell Song,Sum 41,The Best Of Sum 41,http://m8.music.126.net/20230108155156/cfffcbe1cad31ec3a8f893dc271cf2c5/ymusic/b9ff/e833/bc56/d6424527829369c4c7ddebdfdd0926ff.mp3
45,1483401046,Last Time,"Giveon,Snoh Aalegra",When It's All Said And Done,http://m801.music.126.net/20230108155156/828fc7849a64e88341f53bf421871d05/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/4222493673/ecfa/8005/4943/9e4105e142e6253a7f065eb33eec4af9.mp3
46,18602334,Traffic In The Sky,Jack Johnson,On And On,http://m801.music.126.net/20230108155156/31a7579fce1506bebfb06468bfb4e37a/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/19745687262/7d98/cc63/a6bd/a6134a42cbff5a2441eab83da78064bc.flac
47,21373645,Just Give Me a Reason,"P!nk,Nate Ruess",The Truth About Love,http://m801.music.126.net/20230108155156/465883290cd916bb7af38f605c975642/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/10607085839/aa0f/065b/2836/6115f636f7017abdb079a57af519c295.flac
48,417833166,Tasty Carrots,Discandy,TastyCarrots,http://m801.music.126.net/20230108155156/c8a48394d3019e9aef2b7250f085a21d/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/15207488421/5910/e0c3/eaae/93a44e369f3833e22bd144d4e0b799e1.mp3
49,548712106,Still Kids,"Virtual Riot,Yosie",Still Kids - EP,http://m8.music.126.net/20230108155156/ee578718b0c22961dec603f747d1810b/ymusic/34ed/7d52/ff13/ad1770678ae6ff4392a6eb640be1f87e.flac
50,35804631,I Know Him,Jonathan Groff,Hamilton (Original Broadway Cast Recording),http://m801.music.126.net/20230108155156/738bfb69a82de18f5a0b8021fc9e6fd1/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/17253910386/212f/1231/5715/834aebf0c8b4ae95bee3dbd519b2f081.flac
51,1481691184,Pretty Boy (feat. Lil Yachty),"Joji,Lil Yachty",Nectar,http://m8.music.126.net/20230108155156/5131ac1f46a22e972559e6cd16777045/ymusic/obj/w5zDlMODwrDDiGjCn8Ky/4134511584/80d8/8e48/99f6/b2fe12a9a2e9c42afbc91f59979ee6cb.flac
52,22576665,All Rise,Blue,All Rise,http://m8.music.126.net/20230108155156/628bc889c9d7b609fc6a05593372bc6c/ymusic/obj/w5zDlMODwrDDiGjCn8Ky/3065755173/6b5c/373e/5aa9/d6c619533058268ba3c80c8c5d07e8fa.flac
53,409916287,Magnetised,Tom Odell,Magnetised,http://m801.music.126.net/20230108155156/1e82cfd817666d74d1ae7489b99a7db0/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/8922898271/99d1/6a64/5b0e/ababc77ca89d7b1f989f2ff0606b19bf.mp3
54,1786895,Mad,Ne-Yo,The Collection,http://m8.music.126.net/20230108155156/f30bbc500f6b2c4f88e3830b00836b0f/ymusic/581e/2a51/65b7/3fa4f90dcdab428c5eb479337f5a6faa.flac
55,1447803268,Don't Forget to Breathe,Anson Seabra,Songs I Wrote in My Bedroom,http://m801.music.126.net/20230108155156/a39d4c17a7cd7606f7398166e91e25c8/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/4588151819/b577/a211/e6d4/642afcc8bc91ba34500c25b3ac902dfb.mp3
56,2184644,Long Way Home,Alex Masters,Long Way Home,http://m8.music.126.net/20230108155156/aa78839892eb6c42d66dddad239cf3d7/ymusic/dca7/df07/41e7/6df36ead5727be21e3acc3c636f6c76c.mp3
57,2868903,You Will Never Be,Julia Sheer,Julia Sheer,http://m8.music.126.net/20230108155156/b06270439b23e226351e227bec4fc464/ymusic/b9a4/962b/c5ad/51d2f59a8b448aab4a9b1cb54afa8ab3.mp3
58,21970425,Lovesong,The Cure,Greatest Hits,http://m801.music.126.net/20230108155156/09651584a9bdb948c6e58dbab89164d3/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/22259950909/97e9/eb89/52ee/9e5901b7e8f72b649b40d1fb576f2f69.flac
59,1479681863,Morning Glory,Enya,Clouds,http://m801.music.126.net/20230108155156/46854e3b32fe49eac7797093f0ca511c/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/16830893798/393f/573a/eec9/ec968a022b2a882a414eb3436436f174.flac
60,5208513,Live for Love United,Love United,The Official Album Of The 2002 FIFA World Cup?,http://m801.music.126.net/20230108155156/e18e4fa65467b87ee040098988033944/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/7167203499/3ec7/82f0/e091/853ec34299e4ac08efa5cf778f5bfd2d.mp3
61,17956466,Falling Awake,Gary Jules,Gary Jules,http://m801.music.126.net/20230108155156/bb3bdffe52cc65c460f88f3d68511107/jdymusic/obj/w5zDlMODwrDDiGjCn8Ky/1569869535/befc/036a/0257/1fb4b37aff43f4c400a68b87b285ec27.mp3
62,26203352,Hotline,Skylar Spence,STUDIO 54,http://m8.music.126.net/20230108155156/ad5bb4bc40d23416c6d93317c2239005/ymusic/f090/8081/a59d/b76b5f75683653e512d24f7ff8902eee.flac
63,543988542,Permanent,Jake Miller,Silver Lining,http://m8.music.126.net/20230108155156/027498cf76181baf82aa2a7b73883b82/ymusic/530b/0f53/0059/da5aa53d98897ef2f07573e2c01d8726.mp3
64,19169868,Say Hello To Goodbye (Album Version),Shontelle,No Gravity,http://m801.music.126.net/20230108155156/db53f5fb0038324621205247391581c3/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/13282332784/5554/b129/14b3/c1e99b99ffd3cf4d9df8de8e50e5ba97.mp3
65,417833156,maritime memory,"Android52,splatoon",maritime memory,http://m8.music.126.net/20230108155156/8d77b5c8902672c5cc7f712a2b3a3bc8/ymusic/922d/f22f/9fc8/1344e36499a25ef178d56a3af439337e.mp3
66,28612195,Lost at Sea,Dave Thomas Junior,The Lucky Ones,http://m801.music.126.net/20230108155156/3e1afcd70eecb539171f144c1ab53f07/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/14182197014/fefb/c09f/3ee9/4558413132be2fa6e3c499354333d38f.mp3
67,478490487,Keep It from You,GLADES,Keep It from You,http://m801.music.126.net/20230108155156/ad05fbee7674b4f2f4028407f4f757d7/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/8704034595/3a08/e0f4/3082/5bf7db4e3947e370d188915753a45587.flac
68,28879696,INFOMERCIAL,TELOZKOPE,Frozen Prism,http://m8.music.126.net/20230108155156/dbe4cac89c319e722259af80476acf4a/ymusic/544a/2156/0e5c/4eff895c0b1465fdb95164c968e2be9d.flac
69,31311937,Heroes (We Could Be) [feat. Tove Lo],"Alesso,Tove Lo",Forever,http://m8.music.126.net/20230108155156/d80deddd19b604cfcbe8c5e4ea479d69/ymusic/obj/w5zDlMODwrDDiGjCn8Ky/3036079403/7dc7/293f/3e01/008f0cc0eb29c36ea1e31594eff951b7.flac
70,440411318,Ming Shukur,Shahzoda,Ming Shukur,http://m8.music.126.net/20230108155156/b11661a07a6eefc8fec42103e6b0c8c1/ymusic/0308/010e/0f52/4be4e750ae6db385e40c88ac12d1aba1.mp3
71,421148272,Homeless Heart (Original Mix),Lady Bee,Homeless Heart,http://m8.music.126.net/20230108155156/637c746dbd2487cab04fe0ae4c360db6/ymusic/5c5e/c311/46c7/f0c0293d160f4202e2cd9e070788d19a.flac
72,435413033,Lights Down Low,"MAX,gnash",Lights Down Low - EP,http://m801.music.126.net/20230108155156/12284035e4b5f1bae45c5fd208be4473/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/8933769271/2061/31da/d2dc/c08596ce0334b490de522ed9fe0b76bf.mp3
73,5039061,Rhythm of Love,Plain White T's,No Strings Attached  (Music from the Motion Picture),http://m8.music.126.net/20230108155156/77a5d99b826fb6357e29d856acd1d6b3/ymusic/029c/9f62/8643/b037f8a88cb0f938265cb5c04f9d7ea1.mp3
74,36871223,Birthday *** / Love Song / Say My Name,Hobbie Stuart,Birthday ***/Love Song/Say My Name,http://m8.music.126.net/20230108155156/3ba053f8a1228627d6767389416ec601/ymusic/4147/294d/aae8/ba444f11bc9f9b1c257193f9ba20c5ea.mp3
75,5366466,BABY BABY,BIGBANG,The Ultimate -International Best-,http://m801.music.126.net/20230108155156/56d4a498517bc45bcd387eb87642185f/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/9820278841/98c4/7ba6/7a16/038187b56986f16749885d3b1b3bf7f2.flac
76,462861207,Take It Or Leave (prod. notmorgn),"VELVETEARS,fats'e",Take It Or Leave,http://m8.music.126.net/20230108155156/d3c939686e6d66248f59bd65ebd6fb01/ymusic/e85f/994b/21d7/af8debb10c3da8215f99385861e4a05f.mp3
77,2417153,Levi Blues,Dala,Everyone Is Someone,http://m8.music.126.net/20230108155156/dcf43e61378318fa76942de0841e145b/ymusic/ac39/8174/f986/9a39e6d39c1b20316f3f2c558b63dac0.flac
78,36871366,Remedy,Adele,25,http://m801.music.126.net/20230108155156/8dd5af7cb510eaef6e592b6b8ec92695/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/12357022805/6605/2870/eb97/8c5dcc8757703f900702a4ba97bd41b7.flac
79,27592918,Walking The Dog II,Fun.,Aim and Ignite [Deluxe Version],http://m8.music.126.net/20230108155156/4814abd5ddd1eb4969a6d9a90601de69/ymusic/00b1/ffe5/dd89/b0192b2514fbf0e1315772e4bf3bfd5c.mp3
80,1315703833,Formality,Deathpact,Cipher Two,http://m8.music.126.net/20230108155156/9f76197293639868539df0e17d061cd8/ymusic/055e/0e5c/005d/24d936b7849669176859776ed3276d55.flac
81,34516023,Jekyll and Hyde,Five Finger Death Punch,Got Your Six (Deluxe),http://m801.music.126.net/20230108155156/e7dc96e3ed8428f4d31f5514cba4d901/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/7504034101/a4e5/6a74/d072/d27f19250625dd6f36983a5278427085.flac
82,22450266,Before The Morning,Josh Wilson,Josh Wilson,http://m8.music.126.net/20230108155156/b3935a2a1a9cea47247e336178564a1a/ymusic/0653/535a/5352/1926b649ecd01eb54e29d806835d76f0.mp3
83,21669719,Should It Matter,Sissel,All Good Things,http://m8.music.126.net/20230108155156/8e9920f035b9f05106f6764f51591476/ymusic/a021/0bac/c2d8/d2345abc17a76793c560c18d6d0a060f.mp3
84,18658918,No Tears,James Blunt,Some Kind Of Trouble,http://m801.music.126.net/20230108155156/afd53ef9cb72d50c3ee1f150ef843dfe/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/17170220115/fb74/262a/3716/2f5841cd3b2b418e1d31fa1ceecf09ed.flac
85,4362858,Love Is a Lie,The Burning Leaves,The Burning Leaves,http://m801.music.126.net/20230108155156/0d966b8167688360961c68af581472ec/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/14335310782/5577/fd80/3981/8e8efc0c777c49fea76b424a859202d1.flac
86,554146754,Living in You,"ALMAND,Lost Boy",Living in You,http://m801.music.126.net/20230108155156/042cc87aae4bc9940c795ccb9119b1fe/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/21957049654/9df6/eb7e/6dd3/e1b190ba30a1573f34200c40f440d969.flac
87,567601650,The Nearness of You,Lyambiko,Lyambiko,http://m801.music.126.net/20230108155156/3eed42df4b76f4b28db1cee339bf9be7/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/5637616879/239e/69e6/00d2/1b6a1db65a496b5c4f91792ff065e2d8.mp3
88,1810072698,Advice From A Caterpillar,kidult.,ALICE,http://m801.music.126.net/20230108155156/68002e609e01aa05a9bdcc368f8bbefe/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/5643225693/8c3f/5f4b/5f6a/f3dc443214d944553b637d167804fe89.flac
89,405242221,Breaking Now,From Ashes To New,Day One,http://m8.music.126.net/20230108155156/0deda0a94e51e52ccd91bac06ac88a9f/ymusic/0792/602a/ffca/a45a813e2c93c5bcec06a0233d624b73.mp3
90,1390197827,love nwantiti (ah ah ah),CKay,CKay The First,http://m801.music.126.net/20230108155156/9215f3d3bf9c950773620d0efdd40f24/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/17287748685/e488/640c/51a0/3a468d428dde9e3871c15b58319a7459.flac
91,22281951,Tornado Of Souls,Megadeth,Rust In Peace,http://m801.music.126.net/20230108155156/e4c5b009da982237db793d810c849fc0/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/22244483977/0b6a/5f84/51b8/4497311dccfc010914242d79c566256a.flac
92,1895117572,Split,"88rising,NIKI",Split,http://m801.music.126.net/20230108155156/90c7166bc4035fd426b83daa20ade4a0/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/11667777100/e91c/8262/c7eb/6716465f7ce0b159e350a56a2cb81d6f.flac
93,28402570,Seventy-Seven,Fireflies,In Dreams,http://m801.music.126.net/20230108155156/a9aa49fe56f29a072912240dc45b3eb7/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/7257665350/f22d/8d24/284f/5f43827125a6eec564f88b2e52d2713d.flac
94,438456323,Heart In Slo Mo,Young Summer,You Would Have Loved It Here,http://m8.music.126.net/20230108155156/5f47c0fb483c4f84f295cbd2ee78d82c/ymusic/30bb/c535/8676/4bbcd3299009719b2dc51960170c6670.mp3
95,28308340,The Best Days of My Life,Jason Gray,Love Will Have the Final Word,http://m801.music.126.net/20230108155156/63017c37fd906553e75b549a1fb5dcf6/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/17319345480/4949/3b4c/79d0/f9c631f58c8ae001d34e79570ecfd4f0.flac
96,31529024,Enchanters,"Raney Shockne,Elizaveta,Nick Stoubis",Dragon Age: Inquisition - The Bard Songs,http://m801.music.126.net/20230108155156/004b2639e0b66703f39d1cf2396991e6/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/14113138542/a46e/44fe/9a95/92f0c4c9125fed7960a1c49905da98e7.mp3
97,1983165,Ei Di'r Deryn Du,Sian James,Pur,http://m801.music.126.net/20230108155156/ea6d8f1b377c3753d07b67f57290d520/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/8690293061/98d3/3e6a/3e04/6d53425fc9fc64718b0372cb1e251dba.mp3
98,1615656,Tonight I Wanna Cry,Keith Urban,Days Go By,http://m8.music.126.net/20230108155156/646cdfcdc5a695cb08ab5a26cd6d011a/ymusic/obj/w5zDlMODwrDDiGjCn8Ky/3064611352/f6b0/7959/d730/5ccab6c18ce70106f8e3e10f297032c8.flac
99,18251420,Sake of Her I + II,Patrick Bishop,Birds of Lima,http://m8.music.126.net/20230108155156/2e00b9ee7a9c09aa219e49953a008f44/ymusic/3b82/5ad2/a6f8/92a85b2511552950cc15a9819929b144.mp3
100,26494225,It's Always Summer Under the Sea (Shireen's Song),Ramin Djawadi,Game Of Thrones: Season 3 (Music from the HBO Series),http://m801.music.126.net/20230108155156/e835a874be35dbef2c7b50edc9a75784/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/18724886369/e77a/90f8/4af1/f54f6debbcd6a1f20f1765d2d8748105.flac
101,1380149119,Taki Taki,"DJ Snake,Selena Gomez,Ozuna,Cardi B",Carte Blanche,http://m801.music.126.net/20230108155156/8c309025718297c502446e9e0d44ff70/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/18699108987/142c/acad/7781/d301ca92d2ded7e4f6744c734085ab2f.flac
102,17276902,Sa ta Na Ma,Mirabai Ceiba,A Hundred Blessings,http://m801.music.126.net/20230108155156/8c512fce4cb20d67f2f1a1943fbcabf0/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/10927824259/c116/88f0/06a6/95b2e0e1169debb1c22d8db4d486de8c.flac
103,28717855,Silence Looks Good On You,Rachel Taylor,Come Alive,http://m801.music.126.net/20230108155156/4c53974fb8cc2c909bb2f97adfd22fa9/jdymusic/obj/w5zDlMODwrDDiGjCn8Ky/2216969845/d5d0/fd8f/ea51/1dac688a7960bda94a0899118d580348.mp3
104,17266842,Send It On,D'Angelo,Voodoo,http://m801.music.126.net/20230108155156/77b194801849463c002b8bc41dac7a2a/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/19627741218/3ac6/5548/c6db/b68508b42bf8c3b20d92bc64c88d5c6e.flac
105,4281062,Ocean Rose,Shine Dion,Wyn,http://m801.music.126.net/20230108155156/78777a2f9ad5da21d89e5b48680c6a44/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/12349164311/d9f1/eaa1/4021/9e174cdb63f158b21de5dfa166971172.mp3
106,1423181311,To Die For,Sam Smith,To Die For,http://m801.music.126.net/20230108155156/a89d7c3f9d0130f080a91454fa327bd7/jdymusic/obj/wo3DlMOGwrbDjj7DisKw/19310778365/464e/f9a3/c179/6038717e633ce3dfab3b98ee7f31444c.flac
107,445845072,You Don't Know Me (Radio Edit),"Jax Jones,RAYE",You Don't Know Me,http://m8.music.126.net/20230108155156/1326d6bae90bf59b7b4fc4f4dcb519d3/ymusic/803c/48c8/1e0c/19c20b9dc983707bf3bb7b49884e1d45.mp3
